Property URL,Property Name,Address,Bidding Starts,Bidding Ends,Starting Bid,Current Bid,Bid Increment,Reserve Status,Property Type,Year Built,Broker 1,Broker 2,Broker 3,Total Building Size,Building Size,Source,Scraped At
https://www.loopnet.com/Listing/28-32-E-Main-St-Carnegie-PA/37107551/,Office Building Along Main Street Corridor | 28-32 E Main St,"32 E Main St, Carnegie, PA 15106",2025-10-06T19:00:00,2025-10-08T19:00:00,125000.0,0,50000.0,Reserve Not Met,Office,1955,Caroline Muse,Victoria Quade,,15909,15909,LoopNet,2025-09-30T16:36:27.779343
https://www.loopnet.com/Listing/1417-Route-179-Lambertville-NJ/37148546/,Former School Conversion Opp. On 8.45 Acres | 1417 Route 179,"1417 Route 179, Lambertville, NJ 08530",2025-10-06T19:00:00,2025-10-08T19:00:00,325000.0,0,100000.0,Reserve Not Met,Specialty,1930,Andre Balthazard,Andrew Schwartz,Jordan Sobel,,,LoopNet,2025-09-30T16:36:31.893246
https://www.loopnet.com/Listing/3900-S-Cicero-Ave-Cicero-IL/37739178/,Turnkey Industrial Facility in Chicago MSA | 3900 S Cicero Ave,"3900 S Cicero Ave, Cicero, IL 60804",2025-11-10T19:00:00,2025-11-12T19:00:00,1250000.0,0,250000.0,Reserve Not Met,Industrial,1950,Jake Spinell,Brian Kling,Grant Cochran,,,LoopNet,2025-09-30T16:36:35.147202
https://www.loopnet.com/Listing/1000-1022-South-Petrolia-Avenue-Compton-CA/37387568/,Shovel-Ready Industrial Development | Compton | 1000-1022 South Petrolia Avenue,"1022 South Petrolia Avenue, Compton, CA 90221",2025-10-20T19:00:00,2025-10-22T21:30:00,500000.0,0,100000.0,Reserve Not Met,Land,,Robert Brown,Cheri Mascitelli,,,,LoopNet,2025-09-30T16:36:38.257237
https://www.loopnet.com/Listing/3900-N-US-31-South-Traverse-City-MI/37642675/,STNL | Walgreens with NOI of $500K+ | 3900 N US 31 South,"3900 N US 31 South, Traverse City, MI 49684",2025-11-10T19:00:00,2025-11-12T21:00:00,1300000.0,0,250000.0,Reserve Not Met,Retail,2004,Michael Marzinske,Pace Zambito,,14820,14820,LoopNet,2025-09-30T16:36:41.235800
https://www.loopnet.com/Listing/8470-8520-Allison-Pointe-Blvd-Indianapolis-IN/37524245/,Lake Pointe III & IV | 8470 & 8520 Allison Pointe Blvd,"8470 & 8520 Allison Pointe Blvd, Indianapolis, IN 46250",2025-10-27T18:00:00,2025-10-29T20:30:00,2350000.0,0,500000.0,Reserve Not Met,Office,2000,Barry Swatsenbarg,Matt Terrace,Jonathan Katz,,,LoopNet,2025-09-30T16:36:44.533209
https://www.loopnet.com/Listing/1216-1220-Arch-St-Philadelphia-PA/37292329/,Young Smyth Field Office Condo in CBD | 1216-1220 Arch St,"1220 Arch St, Philadelphia, PA 19107",2025-10-13T19:00:00,2025-10-15T19:00:00,125000.0,0,50000.0,Reserve Not Met,Office,1902,Daniel Gummel,Pace Zambito,,,,LoopNet,2025-09-30T16:37:15.285707
https://www.loopnet.com/Listing/800-S-Mountain-Ave-Ontario-CA/36811733/,High-Visibility Value-Add Retail Center | 800 S Mountain Ave,"800 S Mountain Ave, Ontario, CA 91762",2025-10-20T19:00:00,2025-10-22T22:30:00,2250000.0,0,1000000.0,Reserve Not Met,Retail,1979,Greg Offsay,Caleb Morrison,Jameson Kuykendall,41926,41926,LoopNet,2025-09-30T16:37:18.753422
https://www.loopnet.com/Listing/9237-San-Fernando-Rd-Sun-Valley-CA/36431657/,Renovated Turnkey Flex for Owner User | L.A. | 9237 San Fernando Rd,"9237 San Fernando Rd, Sun Valley, CA 91352",2025-10-13T19:00:00,2025-10-15T21:00:00,2250000.0,0,500000.0,Reserve Not Met,Industrial,1963,Jonathan Krikorian,Jameson Kuykendall,,,,LoopNet,2025-09-30T16:37:50.307781
https://www.loopnet.com/Listing/409-S-Main-St-Memphis-TN/37152421/,Downtown Value-Add Mixed-Use/ Event Building | 409 S Main St,"409 S Main St, Memphis, TN 38103",2025-10-06T19:00:00,2025-10-08T19:00:00,400000.0,0,100000.0,Reserve Not Met,Retail,1910,Landon Williams,Katie Hargett,Keisha Hartshorn,35000,35000,LoopNet,2025-09-30T16:37:53.380578
https://www.loopnet.com/Listing/1200-1250-Eisenhower-Pl-Ann-Arbor-MI/36562871/,1200 Eisenhower Place | 1200-1250 Eisenhower Pl,"1250 Eisenhower Pl, Ann Arbor, MI 48108",2025-12-15T19:00:00,2025-12-17T19:00:00,1500000.0,0,250000.0,Reserve Not Met,Flex,1984,Barry Swatsenbarg,Matt Terrace,Jonathan Katz,,,LoopNet,2025-09-30T16:37:56.356051
https://www.loopnet.com/Listing/132-Main-St-Brattleboro-VT/37548468/,Brooks House | Charming Downtown Mixed-Use | 132 Main St,"132 Main St, Brattleboro, VT 05301",2025-11-03T19:00:00,2025-11-05T22:00:00,2000000.0,0,500000.0,Reserve Not Met,Multifamily,1871,Bruce Lusa,Chris Sower,Pace Zambito,,,LoopNet,2025-09-30T16:37:59.226884
https://www.loopnet.com/Listing/11821-Telge-Rd-Cypress-TX/37111923/,Turnkey Office in Park-Like Setting | Houston | 11821 Telge Rd,"11821 Telge Rd, Cypress, TX 77429",2025-10-13T19:00:00,2025-10-15T19:00:00,750000.0,0,250000.0,Reserve Not Met,Office,2000,Randy Frnka,John Artozqui,,14648,14648,LoopNet,2025-09-30T16:38:02.833448
https://www.loopnet.com/Listing/1914-W-79th-St-Chicago-IL/35954934/,Former KFC | QSR In Retail Corridor | 1914 W 79th St,"1914 W 79th St, Chicago, IL 60620",2025-09-18T19:00:00,2025-10-01T19:00:00,1.0,182500.0,2500.0,Reserve Met,Retail,2005,Chuck Dickstein,Victoria Quade,,3712,3712,LoopNet,2025-09-30T16:38:07.036510
https://www.loopnet.com/Listing/5035-5047-5049-D-St-SE-Washington-DC/35340581/,"Fully Renovated MF - DC Marshall Heights | 5035, 5047-5049 D St SE","5049 D St SE, Washington, DC 20019",2025-09-29T19:00:00,2025-10-01T19:00:00,1250000.0,1500000.0,250000.0,Reserve Not Met,Multifamily,1965,Lorenzo Wooten,Paul Senior,Casey Harrell,,,LoopNet,2025-09-30T16:38:10.278847
https://www.loopnet.com/Listing/1701-Financial-Loop-Woodbridge-VA/33464094/,Former Bank of America | Six-Lane Drive-Thru | 1701 Financial Loop,"1701 Financial Loop, Woodbridge, VA 22192",2025-10-27T18:00:00,2025-10-29T20:00:00,700000.0,0,100000.0,Reserve Not Met,Retail,1988,Robert Gray,Christopher Wolf,Victoria Quade,9794,9794,LoopNet,2025-09-30T16:38:13.295291
https://www.loopnet.com/Listing/2311-71st-St-Galveston-TX/36135141/,Value-Add Apts near I-45 and Moody Gardens | 2311 71st St,"2311 71st St, Galveston, TX 77551",2025-09-29T19:00:00,2025-10-01T21:00:00,400000.0,0,100000.0,Reserve Not Met,Multifamily,1971,Shayan Hasnain,Amen Almukhtar,Travis Clark,,,LoopNet,2025-09-30T16:38:17.214543
https://www.loopnet.com/Listing/2385-Via-Inspirada-Henderson-NV/35251868/,Freestanding Retail Shell in High-Growth Hub | 2385 Via Inspirada,"2385 Via Inspirada, Henderson, NV 89044",2025-10-27T18:00:00,2025-10-29T19:00:00,500000.0,0,100000.0,Reserve Not Met,Retail,2022,David Baird,Sophy Cardenas,,3500,3500,LoopNet,2025-09-30T16:38:19.995694
https://www.loopnet.com/Listing/1605-Highway-5-S-Marion-AL/37462556/,Sleep Inn & Suites Marion Military Institute | 1605 Highway 5 S,"1605 Highway 5 S, Marion, AL 36756",2025-10-27T18:00:00,2025-10-29T18:00:00,500000.0,0,100000.0,Reserve Not Met,Hospitality,2012,Satish Patel,John Artozqui,,,,LoopNet,2025-09-30T16:38:22.859623
https://www.loopnet.com/Listing/22-28th-Ave-Venice-CA/35690431/,High-Yield Venice Beach Resi Investment | 22 28th Ave,"22 28th Ave, Venice, CA 90291",2025-10-27T18:00:00,2025-10-29T18:00:00,1400000.0,0,250000.0,Reserve Not Met,Multifamily,1925,Eli Mashiach,John Artozqui,,,,LoopNet,2025-09-30T16:38:25.980422
https://www.loopnet.com/Listing/524-W-Stephenson-St-Freeport-IL/37562286/,"524 W Stephenson St, Freeport, IL 61032 - Value-Add Office Investment with New Leases | LoopNet","524 W Stephenson St, Freeport, IL 61032",,,0,0,0,,,1928,,,,,,LoopNet,2025-09-30T16:38:44.246731
https://www.loopnet.com/Listing/450-American-St-Simi-Valley-CA/35001625/,Vacant Former Bank | Ideal Headquarters Opp | 450 American St,"450 American St, Simi Valley, CA 93065",2025-10-27T18:00:00,2025-10-29T21:30:00,4000000.0,0,1000000.0,Reserve Not Met,Office,1990,David Meir,Jack Minassian,Jameson Kuykendall,209404,209404,LoopNet,2025-09-30T16:38:48.153035
https://www.loopnet.com/Listing/1479-Yadkinville-Road-Mocksville-NC/34061431/,0.64 Acres Shadow-Anchored by Lowe’s | 1479 Yadkinville Road,"1479 Yadkinville Road, Mocksville, NC 27028",2025-09-18T19:00:00,2025-10-01T19:00:00,1.0,42500.0,2500.0,Reserve Met,Land,,John Lambert,Casey Harrell,,,,LoopNet,2025-09-30T16:38:51.860802
https://www.loopnet.com/Listing/6921-S-Lindbergh-Blvd-Saint-Louis-MO/36952733/,Aviator Hotel & Suites | SW Saint Louis I-55 | 6921 S Lindbergh Blvd,"6921 S Lindbergh Blvd, Saint Louis, MO 63125",2025-10-13T19:00:00,2025-10-15T19:00:00,1250000.0,0,250000.0,Reserve Not Met,Hospitality,1986,Stephen Leslie,Max Ervin,Amen Almukhtar,,,LoopNet,2025-09-30T16:38:55.359988
https://www.loopnet.com/Listing/5440-Augusta-Rd-Savannah-GA/36515748/,New Construction Turnkey Express Car Wash | 5440 Augusta Rd,"5440 Augusta Rd, Savannah, GA 31408",2025-09-29T19:00:00,2025-10-01T18:00:00,900000.0,0,250000.0,Reserve Not Met,Specialty,2024,Matt White,John Artozqui,,,,LoopNet,2025-09-30T16:38:58.208751
https://www.loopnet.com/Listing/515-Nash-St-Union-City-TN/36739845/,Rent-Subsidized East Gate Village Apartments | 515 Nash St,"515 Nash St, Union City, TN 38261",2025-10-13T19:00:00,2025-10-15T20:30:00,0,0,100000.0,Reserve Not Met,Multifamily,1971,John Snee,Casey Harrell,,,,LoopNet,2025-09-30T16:39:01.497903
https://www.loopnet.com/Listing/136-Washington-St-Binghamton-NY/34491305/,Turnkey Student Housing 3.5 Miles From BU | 136 Washington St,"136 Washington St, Binghamton, NY 13901",2025-10-20T19:00:00,2025-10-22T19:00:00,125000.0,0,50000.0,Reserve Not Met,Multifamily,1965,Scott Warren,Kevin Loudy,,,,LoopNet,2025-09-30T16:39:04.923840
https://www.loopnet.com/Listing/4000-Quebec-St-Denver-CO/33043059/,Flexible Turnkey Drive-Thru Retail near I-70 | 4000 Quebec St,"4000 Quebec St, Denver, CO 80216",2025-10-13T19:00:00,2025-10-15T19:00:00,225000.0,0,50000.0,Reserve Not Met,Retail,1976,Monica Wiley,Jeffrey Wood,Colton Reimer,7497,7497,LoopNet,2025-09-30T16:39:08.588057
https://www.loopnet.com/Listing/225-West-Broadway-Paterson-NJ/36725471/,Seven Units + One Commercial 100% Occupied | 225 West Broadway,"225 West Broadway, Paterson, NJ 07522",2025-11-03T19:00:00,2025-11-05T20:30:00,300000.0,0,100000.0,Reserve Not Met,Multifamily,1960,Thomas Scatuorchio,Joseph Keenan,Pace Zambito,,,LoopNet,2025-09-30T16:39:11.712148
https://www.loopnet.com/Listing/275-277-Forest-Ave-Paramus-NJ/37421765/,Med/Office Strip + Bank Drive-Thru End Cap | 275-277 Forest Ave,"277 Forest Ave, Paramus, NJ 07652",2025-11-10T19:00:00,2025-11-12T21:00:00,3250000.0,0,1000000.0,Reserve Not Met,Office,1965,Seth Katz,Matt Miller,Victoria Quade,45900,45900,LoopNet,2025-09-30T16:39:24.582816
https://www.loopnet.com/Listing/2701-Simpson-St-Monroe-NC/37023976/,REO | Food Processing & Cold Storage Facility | 2701 Simpson St,"2701 Simpson St, Monroe, NC 28112",2025-10-20T19:00:00,2025-10-22T19:00:00,700000.0,0,250000.0,Reserve Not Met,Industrial,1950,Patrick Register,Ryan Pilsy,Pace Zambito,,,LoopNet,2025-09-30T16:39:27.715861
https://www.loopnet.com/Listing/2200-Pacific-Coast-Hwy-Hermosa-Beach-CA/36681880/,Turnkey South Bay Office Condo | #207 | 2200 Pacific Coast Hwy,"2200 Pacific Coast Hwy, Hermosa Beach, CA 90254",2025-10-06T19:00:00,2025-10-08T19:00:00,0,0,50000.0,Reserve Not Met,Office,1982,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:39:30.790922
https://www.loopnet.com/Listing/3429-N-Prospect-Rd-Peoria-IL/23848526/,Former PNC Bank | Busy Thoroughfare | 3429 N Prospect Rd,"3429 N Prospect Rd, Peoria, IL 61603",2025-10-02T19:00:00,2025-10-15T19:00:00,1.0,0,2500.0,Reserve Not Met,Retail,1980,Shannon Pope,Adam Cody,Sophy Cardenas,9474,9474,LoopNet,2025-09-30T16:39:34.051948
https://www.loopnet.com/Listing/2200-Pacific-Coast-Hwy-Hermosa-Beach-CA/36681939/,Turnkey South Bay Office Condo | #209 | 2200 Pacific Coast Hwy,"2200 Pacific Coast Hwy, Hermosa Beach, CA 90254",2025-10-06T19:00:00,2025-10-08T19:00:00,0,0,50000.0,Reserve Not Met,Office,1982,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:39:37.143745
https://www.loopnet.com/Listing/1930-Sardis-Rd-N-Charlotte-NC/33042000/,Turnkey Second-Generation QSR | 1930 Sardis Rd N,"1930 Sardis Rd N, Charlotte, NC 28270",2025-10-20T19:00:00,2025-10-22T19:00:00,300000.0,0,100000.0,Reserve Not Met,Retail,2004,Ross Robison,Victoria Quade,,3521,3521,LoopNet,2025-09-30T16:39:40.638969
https://www.loopnet.com/Listing/129-Yuma-St-SE-Washington-DC/35215429/,92% Leased Multifamily | DC Congress Heights | 129 Yuma St SE,"129 Yuma St SE, Washington, DC 20032",2025-09-29T19:00:00,2025-10-01T21:00:00,350000.0,550000.0,100000.0,Reserve Not Met,Multifamily,1953,Lorenzo Wooten,Casey Harrell,,,,LoopNet,2025-09-30T16:40:12.935520
https://www.loopnet.com/Listing/3300-NE-Broadway-St-Portland-OR/33777733/,Receivership Value-Add | Located Near I-84 | 3300 NE Broadway St,"3300 NE Broadway St, Portland, OR 97232",2025-10-13T19:00:00,2025-10-15T20:00:00,225000.0,0,50000.0,Reserve Not Met,Flex,1918,Ryan Imbrie,Carl Grending,Cheri Mascitelli,,,LoopNet,2025-09-30T16:40:16.569817
https://www.loopnet.com/Listing/4481-Distriplex-Cv-Memphis-TN/36397044/,Expansive Industrial Off I-240 Near MEM | 4481 Distriplex Cv,"4481 Distriplex Cv, Memphis, TN 38118",2025-11-10T19:00:00,2025-11-12T19:00:00,2000000.0,0,500000.0,Reserve Not Met,Industrial,1994,Landon Williams,Katie Hargett,John Artozqui,,,LoopNet,2025-09-30T16:40:47.617372
https://www.loopnet.com/Listing/Turnkey-South-Bay-Office-Condo-308-310/36681921/,Turnkey South Bay Office Condo | 308/310,,2025-10-06T19:00:00,2025-10-08T19:00:00,0,0,100000.0,Reserve Not Met,Office,,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:40:50.855346
https://www.loopnet.com/Listing/1001-N-Capitol-St-NE-Washington-DC/33412908/,Value-Add Redevelopment Opportunity | NoMa DC | 1001 N Capitol St NE,"1001 N Capitol St NE, Washington, DC 20002",2025-10-20T19:00:00,2025-10-22T19:00:00,600000.0,0,250000.0,Reserve Not Met,Specialty,1981,Michael Goldman,Evins Roddy,Cheri Mascitelli,,,LoopNet,2025-09-30T16:40:54.067070
https://www.loopnet.com/Listing/14-01-Broadway-Fair-Lawn-NJ/37787468/,Occupied Medical Office in NJ Healthcare Hub | 14-01 Broadway,"01 Broadway, Fair Lawn, NJ 07410",2025-11-10T19:00:00,2025-11-12T19:00:00,900000.0,0,250000.0,Reserve Not Met,Office,2012,Jacklene Chesler,Brittany Degrassi,Patrick Norris,15000,15000,LoopNet,2025-09-30T16:40:57.404477
https://www.loopnet.com/Listing/17950-Preston-Rd-Dallas-TX/37562889/,Preston Plaza | DFW Investment Opportunity | 17950 Preston Rd,"17950 Preston Rd, Dallas, TX 75252",2025-11-10T19:00:00,2025-11-12T19:00:00,2250000.0,0,500000.0,Reserve Not Met,Office,1985,Matthew Murphy,Cheri Mascitelli,,258752,258752,LoopNet,2025-09-30T16:41:31.553045
https://www.loopnet.com/Listing/515-12th-St-SE-Salem-OR/37642333/,Turnkey Brewery & Prime Development Land | 515 12th St SE,"515 12th St SE, Salem, OR 97301",2025-11-10T19:00:00,2025-11-12T19:00:00,500000.0,0,100000.0,Reserve Not Met,Retail,1974,Brynn Estelle Telkamp,Debi Sommars,Amen Almukhtar,9297,9297,LoopNet,2025-09-30T16:41:34.562167
https://www.loopnet.com/Listing/4305-4325-E-11th-Ave-Hialeah-FL/37052476/,Cash-Flowing Industrial w/ Yard Space | Miami | 4305-4325 E 11th Ave,"4325 E 11th Ave, Hialeah, FL 33013",2025-11-03T19:00:00,2025-11-05T19:00:00,300000.0,0,100000.0,Reserve Not Met,Industrial,1951,Jose Maria De Guzman,Keisha Hartshorn,,,,LoopNet,2025-09-30T16:41:37.895383
https://www.loopnet.com/Listing/4259-Interstate-35-N-Waco-TX/33563989/,Hampton Inn Waco North | Baylor University | 4259 Interstate 35 N,"4259 Interstate 35 N, Waco, TX 76705",2025-11-10T19:00:00,2025-11-12T19:00:00,3000000.0,0,1000000.0,Reserve Not Met,Hospitality,1997,Jatin Jariwala,Amen Almukhtar,,,,LoopNet,2025-09-30T16:41:40.768228
https://www.loopnet.com/Listing/Five-Condo-Medical-Portfolio/37652357/,Five-Condo Medical Portfolio,,2025-11-10T19:00:00,2025-11-12T19:00:00,125000.0,0,50000.0,Reserve Not Met,Office,,Stephen Woelfel,Glenne Bachman,Molly Patten,,,LoopNet,2025-09-30T16:41:43.702876
https://www.loopnet.com/Listing/380-Berry-St-Woodbridge-NJ/34157788/,Downtown Office/Retail with Parking Lot | 380 Berry St,"380 Berry St, Woodbridge, NJ 07095",2025-10-20T19:00:00,2025-10-22T20:30:00,600000.0,0,100000.0,Reserve Not Met,Office,1964,Ronald Schrader Jr.,"William Sitar, Jr",Kevin Loudy,14396,14396,LoopNet,2025-09-30T16:42:14.716659
https://www.loopnet.com/Listing/50-29th-St-San-Francisco-CA/37154471/,Polished Bernal Heights Commercial Condo | 50 29th St,"50 29th St, San Francisco, CA 94110",2025-10-06T19:00:00,2025-10-08T20:00:00,150000.0,0,50000.0,Reserve Not Met,Office,2005,Rich Lewetzow,Sophy Cardenas,,,,LoopNet,2025-09-30T16:42:17.436556
https://www.loopnet.com/Listing/1320-Hausman-Rd-Allentown-PA/33882384/,100% Occupied Office Building | 1320 Hausman Rd,"1320 Hausman Rd, Allentown, PA 18104",2025-10-13T19:00:00,2025-10-15T19:00:00,0,0,250000.0,Reserve Not Met,Office,2006,Cindy McDonnell Feinberg,Casey Feinberg Keller,Victoria Quade,41246,41246,LoopNet,2025-09-30T16:42:48.199415
https://www.loopnet.com/Listing/525-Redman-Rd-Milan-MI/33459931/,Former Federal-Mogul Plant | User-Ready | 525 Redman Rd,"525 Redman Rd, Milan, MI 48160",2025-11-10T19:00:00,2025-11-12T21:00:00,500000.0,0,100000.0,Reserve Not Met,Industrial,1963,Joey Gatliff,Kurt Weber,Casey Harrell,,,LoopNet,2025-09-30T16:42:50.564910
https://www.loopnet.com/Listing/300-E-Riverside-Dr-Estes-Park-CO/37292457/,Opp Zone Resort-Added Tax Credits-Key Upside | 300 E Riverside Dr,"300 E Riverside Dr, Estes Park, CO 80517",2025-10-13T19:00:00,2025-10-15T19:00:00,1300000.0,0,250000.0,Reserve Not Met,Hospitality,1914,Chris Kilcullen,Avery Sprout,Keisha Hartshorn,,,LoopNet,2025-09-30T16:42:54.159502
https://www.loopnet.com/Listing/3301-N-Front-St-Harrisburg-PA/25578811/,Institutional/Mixed-Use Re-Development Opp. | 3301 N Front St,"3301 N Front St, Harrisburg, PA 17110",2025-10-20T19:00:00,2025-10-22T22:30:00,300000.0,0,100000.0,Reserve Not Met,Office,1956,Chuck Heller,Kevin Loudy,Adam Boussatta,69212,69212,LoopNet,2025-09-30T16:42:57.548981
https://www.loopnet.com/Listing/4444-Union-Pacific-Ave-Commerce-CA/34954962/,Flex with Immediate Freeway Access | East LA | 4444 Union Pacific Ave,"4444 Union Pacific Ave, Commerce, CA 90023",2025-10-06T19:00:00,2025-10-08T20:00:00,400000.0,0,100000.0,Reserve Not Met,Industrial,1963,Hugo Contreras,Amen Almukhtar,,,,LoopNet,2025-09-30T16:43:28.037297
https://www.loopnet.com/Listing/2200-Pacific-Coast-Hwy-Hermosa-Beach-CA/36681958/,Turnkey South Bay Office Condo | #304 | 2200 Pacific Coast Hwy,"2200 Pacific Coast Hwy, Hermosa Beach, CA 90254",,,0,0,0,,,1982,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:43:30.546349
https://www.loopnet.com/Listing/2200-Pacific-Coast-Hwy-Hermosa-Beach-CA/36683519/,Turnkey South Bay Office Condo | #219 | 2200 Pacific Coast Hwy,"2200 Pacific Coast Hwy, Hermosa Beach, CA 90254",2025-10-06T19:00:00,2025-10-08T19:00:00,0,0,50000.0,Reserve Not Met,Office,1982,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:43:33.776584
https://www.loopnet.com/Listing/1542-W-Holt-Blvd-Ontario-CA/36053383/,Visible Corner Lot | Signalized Intersection | 1542 W Holt Blvd,"1542 W Holt Blvd, Ontario, CA 91762",2025-10-20T19:00:00,2025-10-22T20:00:00,350000.0,0,100000.0,Reserve Not Met,Retail,1970,Jonathan Diamond,Jennifer Stein,John Artozqui,5783,5783,LoopNet,2025-09-30T16:43:37.099273
https://www.loopnet.com/Listing/555-Quince-Orchard-Rd-Gaithersburg-MD/37370872/,Quince Diamond Exec. Center | Receiver Sale | 555 Quince Orchard Rd,"555 Quince Orchard Rd, Gaithersburg, MD 20878",2025-10-20T19:00:00,2025-10-22T19:00:00,750000.0,0,250000.0,Reserve Not Met,Office,1990,Gerry Trainor,James Cardellicchio,Rowan Miller,1500,1500,LoopNet,2025-09-30T16:43:40.411529
https://www.loopnet.com/Listing/1001-1105-Derby-St-Pekin-IL/37256938/,Value-Add Neighborhood Center with Cash Flow | 1001-1105 Derby St,"1105 Derby St, Pekin, IL 61554",2025-10-20T19:00:00,2025-10-22T19:00:00,300000.0,0,100000.0,Reserve Not Met,Retail,1966,Gus Martinez,Amen Almukhtar,,43835,43835,LoopNet,2025-09-30T16:43:43.976833
https://www.loopnet.com/Listing/2200-Pacific-Coast-Hwy-Hermosa-Beach-CA/36683509/,Turnkey South Bay Office Condo | #303 | 2200 Pacific Coast Hwy,"2200 Pacific Coast Hwy, Hermosa Beach, CA 90254",2025-10-06T19:00:00,2025-10-08T19:00:00,0,0,100000.0,Reserve Not Met,Office,1982,Richard Melbye,Min Hoang,,,,LoopNet,2025-09-30T16:43:47.339177
https://www.loopnet.com/Listing/1617-1621-Merrimac-Trl-Williamsburg-VA/7478647/,1.3 Highly Visible Acres | General Business | 1617-1621 Merrimac Trl,"1621 Merrimac Trl, Williamsburg, VA 23185",2025-10-16T19:00:00,2025-10-29T18:00:00,1.0,0,2500.0,Reserve Not Met,Land,,Ron Campana,Kevin Loudy,,,,LoopNet,2025-09-30T16:43:50.445529
https://www.loopnet.com/Listing/1833-1841-W-Buchanan-St-Phoenix-AZ/32746239/,Flexible Industrial near Downtown Phoenix | 1833-1841 W Buchanan St,"1841 W Buchanan St, Phoenix, AZ 85007",2025-11-03T19:00:00,2025-11-05T19:00:00,400000.0,0,100000.0,Reserve Not Met,Industrial,1967,Chris Keeley,Molly Patten,,,,LoopNet,2025-09-30T16:43:53.911815
https://www.loopnet.com/Listing/9200-Markville-Dr-Dallas-TX/37190186/,High-Density Mixed-Use Infill | Dallas TX | 9200 Markville Dr,"9200 Markville Dr, Dallas, TX 75243",2025-10-06T19:00:00,2025-10-08T19:00:00,1100000.0,0,250000.0,Reserve Not Met,Land,,William Smith,Amen Almukhtar,,,,LoopNet,2025-09-30T16:43:56.786978
https://www.loopnet.com/Listing/2116-Brush-St-Oakland-CA/37052628/,Commercial/Multifamily Land | West Oakland | 2116 Brush St,"2116 Brush St, Oakland, CA 94612",2025-10-06T19:00:00,2025-10-08T21:00:00,150000.0,0,50000.0,Reserve Not Met,Land,,Tom Rafton,Tony Park,Pace Zambito,,,LoopNet,2025-09-30T16:43:59.585272
https://www.loopnet.com/Listing/5118-S-Martin-Luther-King-Jr-Blvd-Lansing-MI/37423342/,Former CVS in Retail Corridor | 5118 S Martin Luther King Jr Blvd,"5118 S Martin Luther King Jr Blvd, Lansing, MI 48911",2025-10-27T18:00:00,2025-10-29T18:00:00,100000.0,0,50000.0,Reserve Not Met,Retail,2001,Bill McLeod,Sophy Cardenas,Tjader T. S. Gerdom,10880,10880,LoopNet,2025-09-30T16:44:02.664479
https://www.loopnet.com/Listing/4950-4958-W-Madison-St-Chicago-IL/34853652/,Cash-Flowing MFR Master Lease Through 2034 | 4950-4958 W Madison St,"4958 W Madison St, Chicago, IL 60644",2025-10-13T19:00:00,2025-10-15T21:00:00,600000.0,0,100000.0,Reserve Not Met,Multifamily,1924,Phillip Gross,Sean Connelly,Taylor Cunningham,,,LoopNet,2025-09-30T16:44:35.412529
https://www.loopnet.com/Listing/1315-W-18th-St-Anderson-IN/31379431/,"Industrial, Flex Warehouse | Indianapolis MSA | 1315 W 18th St","1315 W 18th St, Anderson, IN 46016",2025-10-06T19:00:00,2025-10-08T19:00:00,80000.0,0,50000.0,Reserve Not Met,Industrial,1932,"Jess Lawhead, CCIM",Kevin Loudy,,,,LoopNet,2025-09-30T16:44:42.250700
https://www.loopnet.com/Listing/6190-NW-11th-St-Sunrise-FL/37220453/,Turnkey Office and Gated Parking with Upside | 6190 NW 11th St,"6190 NW 11th St, Sunrise, FL 33313",2025-10-13T19:00:00,2025-10-15T18:00:00,200000.0,0,50000.0,Reserve Not Met,Office,1975,Alex Zylberglait,Michael Crocchiola,John Artozqui,50000,50000,LoopNet,2025-09-30T16:44:47.566962
https://www.loopnet.com/Listing/Prime-Dev-Lots-15-Miles-off-I-25/36979837/,Prime Dev Lots | 1.5 Miles off I-25,,2025-10-20T19:00:00,2025-10-22T22:00:00,350000.0,0,100000.0,Reserve Not Met,Land,,Marissa Donahoo,Molly Patten,,,,LoopNet,2025-09-30T16:44:52.318120
https://www.loopnet.com/Listing/1295-Madison-Ave-New-York-NY/36871214/,The Wales Ground-Floor Retail Condo | 1295 Madison Ave,"1295 Madison Ave, New York, NY 10128",2025-10-13T19:00:00,2025-10-15T22:00:00,850000.0,0,250000.0,Reserve Not Met,Retail,2020,Brent Glodowski,Eric Karmitz,Victoria Quade,,,LoopNet,2025-09-30T16:44:57.961806
https://www.loopnet.com/Listing/12655-SW-Millikan-Way-Beaverton-OR/37388677/,Portland MSA | Development Tax Credit & QOZ | 12655 SW Millikan Way,"12655 SW Millikan Way, Beaverton, OR 97005",2025-10-20T19:00:00,2025-10-22T21:00:00,225000.0,0,100000.0,Reserve Not Met,Specialty,2006,Robbie MacNichol,Molly Patten,Jamison Shields,,,LoopNet,2025-09-30T16:45:03.937175
